id,factor_id/id,item_id/id,score_id/id,note,state
vote_1444,factor_301,item_4,score_3,,valid
vote_1445,factor_303,item_4,score_3,,valid
vote_1446,factor_305,item_4,score_1,,valid
vote_1447,factor_306,item_4,score_1,,valid
vote_1448,factor_898,item_4,score_3,,valid
vote_1449,factor_897,item_4,score_3,,valid
vote_1450,factor_900,item_4,score_3,,valid
vote_1451,factor_899,item_4,score_3,,valid
vote_1452,factor_905,item_4,score_3,,valid
vote_1453,factor_907,item_4,score_3,,valid
vote_1454,factor_904,item_4,score_1,,valid
vote_1455,factor_903,item_4,score_1,,valid
vote_1456,factor_902,item_4,score_3,,valid
vote_1457,factor_906,item_4,score_3,,valid
vote_1458,factor_935,item_4,score_3,,valid
vote_1459,factor_934,item_4,score_3,,valid
vote_1460,factor_932,item_4,score_3,,valid
vote_1461,factor_933,item_4,score_3,,valid
vote_1463,factor_870,item_4,score_3,,valid
vote_1465,factor_873,item_4,score_3,,valid
vote_1466,factor_872,item_4,score_3,,valid
vote_1467,factor_868,item_4,score_3,,valid
vote_1468,factor_867,item_4,score_1,,valid
vote_1469,factor_874,item_4,score_1,,valid
vote_1470,factor_875,item_4,score_1,,valid
vote_1473,factor_882,item_4,score_1,,valid
vote_1474,factor_878,item_4,score_3,,valid
vote_1475,factor_880,item_4,score_3,,valid
vote_1476,factor_881,item_4,score_1,,valid
vote_1477,factor_883,item_4,score_3,,valid
vote_1478,factor_879,item_4,score_1,,valid
vote_1480,factor_887,item_4,score_3,,valid
vote_1482,factor_885,item_4,score_3,,valid
vote_1483,factor_892,item_4,score_3,,valid
vote_1484,factor_891,item_4,score_3,,valid
vote_1485,factor_890,item_4,score_3,,valid
vote_1486,factor_889,item_4,score_3,,valid
vote_1487,factor_894,item_4,score_1,,valid
vote_1488,factor_893,item_4,score_3,,valid
vote_1489,factor_919,item_4,score_3,,valid
vote_1490,factor_914,item_4,score_3,,valid
vote_1491,factor_915,item_4,score_3,,valid
vote_1492,factor_916,item_4,score_1,,valid
vote_1494,factor_918,item_4,score_3,,valid
vote_1495,factor_732,item_4,score_1,,valid
vote_1496,factor_730,item_4,score_3,,valid
vote_1497,factor_731,item_4,score_3,,valid
vote_1498,factor_733,item_4,score_1,,valid
vote_1499,factor_664,item_4,score_3,,valid
vote_1500,factor_665,item_4,score_3,,valid
vote_1501,factor_668,item_4,score_3,,valid
vote_1504,factor_678,item_4,score_1,,valid
vote_1505,factor_680,item_4,score_1,,valid
vote_1506,factor_679,item_4,score_1,,valid
vote_1508,factor_657,item_4,score_3,,valid
vote_1509,factor_658,item_4,score_3,,valid
vote_1511,factor_660,item_4,score_3,,valid
vote_1512,factor_661,item_4,score_3,,valid
vote_1513,factor_662,item_4,score_2,,valid
vote_1514,factor_652,item_4,score_1,,valid
vote_1515,factor_654,item_4,score_1,,valid
vote_1516,factor_653,item_4,score_3,,valid
vote_1517,factor_655,item_4,score_1,,valid
vote_1518,factor_674,item_4,score_3,,valid
vote_1519,factor_670,item_4,score_1,,valid
vote_1520,factor_675,item_4,score_3,,valid
vote_1521,factor_672,item_4,score_3,,valid
vote_1522,factor_673,item_4,score_3,,valid
vote_1523,factor_671,item_4,score_3,,valid
vote_1525,factor_710,item_4,score_3,,valid
vote_1526,factor_711,item_4,score_3,,valid
vote_3709,factor_521,item_6,score_3,"",draft
vote_3322,factor_390,item_2,score_3,"",valid
vote_4549,factor_467,item_6,score_3,"",draft
vote_4550,factor_468,item_6,score_3,"",draft
vote_4551,factor_416,item_6,score_3,"",draft
vote_4552,factor_417,item_6,score_3,"",draft
vote_4553,factor_419,item_6,score_3,"",draft
vote_4554,factor_420,item_6,score_3,"",draft
vote_4555,factor_421,item_6,score_3,"",draft
vote_4556,factor_422,item_6,score_3,"",draft
vote_4557,factor_400,item_6,score_3,"",draft
vote_3047,factor_258,item_2,score_3,"",valid
vote_3048,factor_259,item_2,score_3,"",valid
vote_3049,factor_260,item_2,score_3,"",valid
vote_3050,factor_261,item_2,score_3,"",valid
vote_3051,factor_262,item_2,score_3,"",valid
vote_3052,factor_263,item_2,score_3,"",valid
vote_3053,factor_264,item_2,score_3,"",valid
vote_3054,factor_265,item_2,score_3,"",valid
vote_3055,factor_266,item_2,score_3,"",valid
vote_3056,factor_267,item_2,score_3,"",valid
vote_3057,factor_268,item_2,score_3,"",valid
vote_3058,factor_269,item_2,score_3,"",valid
vote_1527,factor_712,item_4,score_1,,valid
vote_1528,factor_707,item_4,score_3,,valid
vote_1529,factor_709,item_4,score_1,,valid
vote_1530,factor_717,item_4,score_3,,valid
vote_1531,factor_715,item_4,score_3,,valid
vote_1532,factor_721,item_4,score_1,,valid
vote_1533,factor_720,item_4,score_1,,valid
vote_1534,factor_719,item_4,score_1,,valid
vote_1535,factor_718,item_4,score_1,,valid
vote_1536,factor_716,item_4,score_3,,valid
vote_1537,factor_727,item_4,score_3,,valid
vote_1538,factor_728,item_4,score_3,,valid
vote_1539,factor_723,item_4,score_1,,valid
vote_1540,factor_724,item_4,score_3,,valid
vote_1541,factor_725,item_4,score_3,,valid
vote_1542,factor_726,item_4,score_3,,valid
vote_1543,factor_702,item_4,score_3,,valid
vote_1544,factor_703,item_4,score_3,,valid
vote_1545,factor_705,item_4,score_3,,valid
vote_1546,factor_704,item_4,score_3,,valid
vote_1547,factor_701,item_4,score_3,,valid
vote_1548,factor_700,item_4,score_3,,valid
vote_1549,factor_688,item_4,score_1,,valid
vote_1550,factor_683,item_4,score_3,,valid
vote_1551,factor_687,item_4,score_1,,valid
vote_1553,factor_682,item_4,score_1,,valid
vote_1554,factor_685,item_4,score_3,,valid
vote_1555,factor_686,item_4,score_1,,valid
vote_1556,factor_696,item_4,score_3,,valid
vote_1557,factor_694,item_4,score_3,,valid
vote_1559,factor_697,item_4,score_3,,valid
vote_1560,factor_698,item_4,score_3,,valid
vote_1561,factor_692,item_4,score_3,,valid
vote_1562,factor_693,item_4,score_1,,valid
vote_1563,factor_239,item_4,score_1,,valid
vote_1564,factor_240,item_4,score_1,,valid
vote_1565,factor_237,item_4,score_1,,valid
vote_1566,factor_238,item_4,score_1,,valid
vote_1568,factor_252,item_4,score_3,,valid
vote_1569,factor_251,item_4,score_3,,valid
vote_1570,factor_255,item_4,score_1,,valid
vote_1571,factor_253,item_4,score_1,,valid
vote_1573,factor_248,item_4,score_3,,valid
vote_1575,factor_246,item_4,score_3,,valid
vote_1576,factor_244,item_4,score_3,,valid
vote_1577,factor_243,item_4,score_1,,valid
vote_1578,factor_242,item_4,score_3,,valid
vote_1579,factor_231,item_4,score_3,,valid
vote_1580,factor_233,item_4,score_1,,valid
vote_1581,factor_232,item_4,score_3,,valid
vote_1582,factor_228,item_4,score_1,,valid
vote_1583,factor_229,item_4,score_1,,valid
vote_1584,factor_227,item_4,score_1,,valid
vote_1585,factor_223,item_4,score_1,,valid
vote_1586,factor_225,item_4,score_3,,valid
vote_1587,factor_224,item_4,score_1,,valid
vote_1589,factor_219,item_4,score_3,,valid
vote_1590,factor_220,item_4,score_3,,valid
vote_1591,factor_221,item_4,score_3,,valid
vote_1592,factor_218,item_4,score_3,,valid
vote_1593,factor_235,item_4,score_3,,valid
vote_1594,factor_202,item_4,score_1,,valid
vote_1595,factor_199,item_4,score_1,,valid
vote_1596,factor_200,item_4,score_3,,valid
vote_1597,factor_201,item_4,score_1,,valid
vote_1598,factor_203,item_4,score_1,,valid
vote_1599,factor_205,item_4,score_1,,valid
vote_1600,factor_208,item_4,score_3,,valid
vote_1601,factor_207,item_4,score_1,,valid
vote_1602,factor_206,item_4,score_3,,valid
vote_1603,factor_193,item_4,score_1,,valid
vote_1604,factor_192,item_4,score_1,,valid
vote_1605,factor_182,item_4,score_1,,valid
vote_1606,factor_185,item_4,score_1,,valid
vote_1607,factor_183,item_4,score_1,,valid
vote_4558,factor_402,item_6,score_3,"",draft
vote_4559,factor_403,item_6,score_3,"",draft
vote_3061,factor_510,item_1,score_1,"",valid
vote_1608,factor_184,item_4,score_1,,valid
vote_1609,factor_213,item_4,score_1,,valid
vote_1610,factor_212,item_4,score_1,,valid
vote_1611,factor_210,item_4,score_1,,valid
vote_1612,factor_211,item_4,score_1,,valid
vote_1613,factor_214,item_4,score_3,,valid
vote_1614,factor_187,item_4,score_1,,valid
vote_1615,factor_189,item_4,score_1,,valid
vote_1616,factor_190,item_4,score_1,,valid
vote_1617,factor_188,item_4,score_1,,valid
vote_1618,factor_178,item_4,score_1,,valid
vote_1620,factor_180,item_4,score_1,,valid
vote_1621,factor_179,item_4,score_1,,valid
vote_1622,factor_174,item_4,score_2,,valid
vote_1623,factor_172,item_4,score_3,,valid
vote_1624,factor_173,item_4,score_3,,valid
vote_1625,factor_175,item_4,score_1,,valid
vote_1626,factor_170,item_4,score_1,,valid
vote_1627,factor_169,item_4,score_1,,valid
vote_1629,factor_167,item_4,score_1,,valid
vote_1630,factor_166,item_4,score_1,,valid
vote_1631,factor_197,item_4,score_3,,valid
vote_1632,factor_195,item_4,score_3,,valid
vote_1634,factor_137,item_4,score_1,,valid
vote_1635,factor_140,item_4,score_1,,valid
vote_1636,factor_138,item_4,score_1,,valid
vote_1638,factor_121,item_4,score_3,,valid
vote_1639,factor_120,item_4,score_3,,valid
vote_1640,factor_124,item_4,score_3,,valid
vote_1641,factor_123,item_4,score_1,,valid
vote_1643,factor_126,item_4,score_3,,valid
vote_1644,factor_127,item_4,score_3,,valid
vote_1645,factor_129,item_4,score_3,,valid
vote_1646,factor_144,item_4,score_3,,valid
vote_1647,factor_142,item_4,score_3,,valid
vote_1648,factor_143,item_4,score_3,,valid
vote_1649,factor_148,item_4,score_3,,valid
vote_1650,factor_147,item_4,score_3,,valid
vote_1651,factor_146,item_4,score_3,,valid
vote_1652,factor_151,item_4,score_1,,valid
vote_1653,factor_150,item_4,score_1,,valid
vote_1654,factor_149,item_4,score_3,,valid
vote_1655,factor_154,item_4,score_3,,valid
vote_1656,factor_153,item_4,score_3,,valid
vote_1657,factor_155,item_4,score_3,,valid
vote_1658,factor_156,item_4,score_3,,valid
vote_1659,factor_158,item_4,score_1,,valid
vote_1660,factor_159,item_4,score_1,,valid
vote_1661,factor_160,item_4,score_1,,valid
vote_1662,factor_161,item_4,score_1,,valid
vote_1663,factor_162,item_4,score_1,,valid
vote_1664,factor_163,item_4,score_1,,valid
vote_1665,factor_134,item_4,score_1,,valid
vote_1666,factor_135,item_4,score_1,,valid
vote_1667,factor_65,item_4,score_3,,valid
vote_1668,factor_67,item_4,score_3,,valid
vote_1669,factor_64,item_4,score_3,,valid
vote_1670,factor_66,item_4,score_3,,valid
vote_1671,factor_72,item_4,score_1,,valid
vote_1672,factor_69,item_4,score_1,,valid
vote_1673,factor_70,item_4,score_3,,valid
vote_1674,factor_77,item_4,score_1,,valid
vote_1675,factor_74,item_4,score_3,,valid
vote_1676,factor_75,item_4,score_1,,valid
vote_1677,factor_76,item_4,score_1,,valid
vote_1678,factor_31,item_4,score_3,,valid
vote_1679,factor_28,item_4,score_3,,valid
vote_1680,factor_29,item_4,score_3,,valid
vote_1681,factor_30,item_4,score_3,,valid
vote_1682,factor_32,item_4,score_3,,valid
vote_1683,factor_33,item_4,score_3,,valid
vote_1684,factor_54,item_4,score_3,,valid
vote_1685,factor_53,item_4,score_3,,valid
vote_1686,factor_52,item_4,score_1,,valid
vote_1687,factor_51,item_4,score_3,,valid
vote_1688,factor_80,item_4,score_1,,valid
vote_1689,factor_79,item_4,score_3,,valid
vote_1690,factor_82,item_4,score_1,,valid
vote_1691,factor_81,item_4,score_1,,valid
vote_1692,factor_84,item_4,score_3,,valid
vote_1693,factor_86,item_4,score_1,,valid
vote_1694,factor_85,item_4,score_1,,valid
vote_1695,factor_58,item_4,score_1,,valid
vote_1696,factor_60,item_4,score_1,,valid
vote_1697,factor_61,item_4,score_1,,valid
vote_1698,factor_62,item_4,score_1,,valid
vote_1700,factor_56,item_4,score_1,,valid
vote_1701,factor_59,item_4,score_3,,valid
vote_1702,factor_49,item_4,score_1,,valid
vote_1703,factor_48,item_4,score_3,,valid
vote_1704,factor_941,item_4,score_2,,valid
vote_1705,factor_939,item_4,score_2,,valid
vote_1706,factor_943,item_4,score_2,,valid
vote_1707,factor_942,item_4,score_2,,valid
vote_1708,factor_940,item_4,score_2,,valid
vote_1709,factor_944,item_4,score_2,,valid
vote_1710,factor_938,item_4,score_2,,valid
vote_1711,factor_936,item_4,score_2,,valid
vote_4560,factor_389,item_6,score_3,"",draft
vote_3576,factor_89,item_6,score_3,"",draft
vote_3577,factor_90,item_6,score_3,"",draft
vote_3578,factor_91,item_6,score_3,"",draft
vote_3062,factor_266,item_4,score_3,"",valid
vote_3063,factor_267,item_4,score_3,"",valid
vote_3064,factor_261,item_4,score_3,"",valid
vote_1712,factor_937,item_4,score_2,,valid
vote_1714,factor_961,item_4,score_2,,valid
vote_1715,factor_959,item_4,score_2,,valid
vote_1716,factor_960,item_4,score_2,,valid
vote_3579,factor_92,item_6,score_3,"",draft
vote_4561,factor_391,item_6,score_3,"",draft
vote_1717,factor_956,item_4,score_2,,valid
vote_1718,factor_957,item_4,score_2,,valid
vote_1720,factor_953,item_4,score_1,,valid
vote_1721,factor_950,item_4,score_2,,valid
vote_1723,factor_949,item_4,score_2,,valid
vote_1724,factor_948,item_4,score_3,,valid
vote_1725,factor_946,item_4,score_2,,valid
vote_1726,factor_945,item_4,score_2,,valid
vote_1727,factor_947,item_4,score_2,,valid
vote_1728,factor_966,item_4,score_3,,valid
vote_1729,factor_968,item_4,score_1,,valid
vote_1731,factor_965,item_4,score_3,,valid
vote_1732,factor_967,item_4,score_1,,valid
vote_1733,factor_341,item_4,score_3,,valid
vote_1734,factor_343,item_4,score_1,,valid
vote_1735,factor_342,item_4,score_3,,valid
vote_1736,factor_344,item_4,score_1,,valid
vote_1737,factor_340,item_4,score_3,,valid
vote_1738,factor_352,item_4,score_1,,valid
vote_1740,factor_351,item_4,score_3,,valid
vote_1741,factor_353,item_4,score_3,,valid
vote_1742,factor_347,item_4,score_1,,valid
vote_1743,factor_346,item_4,score_3,,valid
vote_1745,factor_330,item_4,score_1,,valid
vote_1746,factor_332,item_4,score_1,,valid
vote_1747,factor_331,item_4,score_1,,valid
vote_1748,factor_325,item_4,score_1,,valid
vote_1749,factor_328,item_4,score_1,,valid
vote_1750,factor_327,item_4,score_1,,valid
vote_1751,factor_326,item_4,score_1,,valid
vote_1752,factor_320,item_4,score_3,,valid
vote_1754,factor_321,item_4,score_1,,valid
vote_1755,factor_322,item_4,score_1,,valid
vote_1756,factor_962,item_4,score_1,,valid
vote_1757,factor_964,item_4,score_1,,valid
vote_1758,factor_963,item_4,score_1,,valid
vote_1759,factor_336,item_4,score_3,,valid
vote_1760,factor_337,item_4,score_1,,valid
vote_1761,factor_338,item_4,score_3,,valid
vote_1762,factor_17,item_4,score_1,,valid
vote_1763,factor_15,item_4,score_1,,valid
vote_1764,factor_20,item_4,score_1,,valid
vote_1765,factor_19,item_4,score_1,,valid
vote_1766,factor_18,item_4,score_1,,valid
vote_1767,factor_16,item_4,score_1,,valid
vote_1768,factor_22,item_4,score_1,,valid
vote_1769,factor_24,item_4,score_1,,valid
vote_1770,factor_25,item_4,score_1,,valid
vote_1771,factor_23,item_4,score_1,,valid
vote_1772,factor_12,item_4,score_1,,valid
vote_1773,factor_13,item_4,score_1,,valid
vote_1774,factor_6,item_4,score_1,,valid
vote_1775,factor_5,item_4,score_1,,valid
vote_1776,factor_7,item_4,score_1,,valid
vote_1777,factor_8,item_4,score_1,,valid
vote_1778,factor_9,item_4,score_1,,valid
vote_1779,factor_10,item_4,score_1,,valid
vote_1780,factor_257,item_4,score_1,,valid
vote_1781,factor_859,item_4,score_1,,valid
vote_1782,factor_281,item_4,score_1,,valid
vote_1783,factor_861,item_4,score_1,,valid
vote_1784,factor_860,item_4,score_1,,valid
vote_1785,factor_858,item_4,score_1,,valid
vote_1786,factor_289,item_4,score_1,,valid
vote_1787,factor_290,item_4,score_1,,valid
vote_1788,factor_291,item_4,score_1,,valid
vote_1789,factor_865,item_4,score_1,,valid
vote_1790,factor_862,item_4,score_1,,valid
vote_1791,factor_863,item_4,score_1,,valid
vote_1792,factor_864,item_4,score_1,,valid
vote_1793,factor_866,item_4,score_1,,valid
vote_1794,factor_287,item_4,score_1,,valid
vote_1796,factor_285,item_4,score_1,,valid
vote_1797,factor_286,item_4,score_1,,valid
vote_1798,factor_296,item_4,score_1,,valid
vote_1799,factor_295,item_4,score_1,,valid
vote_1800,factor_293,item_4,score_1,,valid
vote_1801,factor_763,item_4,score_1,,valid
vote_1802,factor_761,item_4,score_1,,valid
vote_1803,factor_762,item_4,score_1,,valid
vote_1805,factor_755,item_4,score_1,,valid
vote_1806,factor_756,item_4,score_1,,valid
vote_1807,factor_758,item_4,score_1,,valid
vote_1808,factor_759,item_4,score_1,,valid
vote_1809,factor_766,item_4,score_1,,valid
vote_1810,factor_767,item_4,score_1,,valid
vote_1811,factor_768,item_4,score_1,,valid
vote_1812,factor_769,item_4,score_1,,valid
vote_1813,factor_765,item_4,score_1,,valid
vote_1814,factor_750,item_4,score_1,,valid
vote_1815,factor_752,item_4,score_1,,valid
vote_1816,factor_748,item_4,score_1,,valid
vote_1817,factor_749,item_4,score_1,,valid
vote_1819,factor_743,item_4,score_1,,valid
vote_1820,factor_742,item_4,score_1,,valid
vote_1821,factor_746,item_4,score_1,,valid
vote_1822,factor_745,item_4,score_1,,valid
vote_1823,factor_744,item_4,score_1,,valid
vote_1824,factor_740,item_4,score_1,,valid
vote_1825,factor_736,item_4,score_1,,valid
vote_1826,factor_739,item_4,score_1,,valid
vote_1827,factor_738,item_4,score_1,,valid
vote_1828,factor_737,item_4,score_1,,valid
vote_1829,factor_113,item_4,score_1,,valid
vote_1830,factor_112,item_4,score_1,,valid
vote_1832,factor_117,item_4,score_1,,valid
vote_1833,factor_116,item_4,score_1,,valid
vote_1834,factor_89,item_4,score_1,,valid
vote_1835,factor_91,item_4,score_1,,valid
vote_1836,factor_92,item_4,score_1,,valid
vote_1837,factor_90,item_4,score_1,,valid
vote_1838,factor_105,item_4,score_1,,valid
vote_1839,factor_106,item_4,score_1,,valid
vote_1840,factor_107,item_4,score_1,,valid
vote_1841,factor_109,item_4,score_1,,valid
vote_1842,factor_110,item_4,score_1,,valid
vote_1843,factor_108,item_4,score_1,,valid
vote_1844,factor_96,item_4,score_1,,valid
vote_1845,factor_94,item_4,score_1,,valid
vote_1847,factor_95,item_4,score_1,,valid
vote_1848,factor_101,item_4,score_1,,valid
vote_1849,factor_99,item_4,score_1,,valid
vote_1850,factor_103,item_4,score_1,,valid
vote_1851,factor_100,item_4,score_1,,valid
vote_1853,factor_387,item_4,score_3,,valid
vote_1854,factor_403,item_4,score_3,,valid
vote_1855,factor_398,item_4,score_3,,valid
vote_1856,factor_397,item_4,score_3,,valid
vote_1857,factor_396,item_4,score_1,,valid
vote_1858,factor_395,item_4,score_1,,valid
vote_1859,factor_394,item_4,score_3,,valid
vote_1860,factor_399,item_4,score_3,,valid
vote_1861,factor_400,item_4,score_3,,valid
vote_1862,factor_401,item_4,score_1,,valid
vote_1863,factor_428,item_4,score_3,,valid
vote_1864,factor_429,item_4,score_1,,valid
vote_1865,factor_427,item_4,score_1,,valid
vote_1867,factor_424,item_4,score_3,,valid
vote_1868,factor_420,item_4,score_1,,valid
vote_1869,factor_421,item_4,score_3,,valid
vote_1870,factor_422,item_4,score_3,,valid
vote_1872,factor_416,item_4,score_1,,valid
vote_1873,factor_417,item_4,score_1,,valid
vote_1874,factor_418,item_4,score_1,,valid
vote_1875,factor_419,item_4,score_1,,valid
vote_1877,factor_411,item_4,score_3,,valid
vote_1878,factor_413,item_4,score_1,,valid
vote_1879,factor_414,item_4,score_1,,valid
vote_1880,factor_408,item_4,score_3,,valid
vote_1881,factor_409,item_4,score_1,,valid
vote_1882,factor_407,item_4,score_1,,valid
vote_1883,factor_406,item_4,score_1,,valid
vote_1884,factor_468,item_4,score_3,,valid
vote_1885,factor_469,item_4,score_3,,valid
vote_1886,factor_467,item_4,score_3,,valid
vote_1887,factor_461,item_4,score_1,,valid
vote_1888,factor_465,item_4,score_1,,valid
vote_1889,factor_464,item_4,score_1,,valid
vote_1890,factor_463,item_4,score_1,,valid
vote_1891,factor_462,item_4,score_1,,valid
vote_1892,factor_472,item_4,score_3,,valid
vote_1893,factor_471,item_4,score_3,,valid
vote_1894,factor_473,item_4,score_1,,valid
vote_1895,factor_375,item_4,score_1,,valid
vote_1896,factor_373,item_4,score_1,,valid
vote_1897,factor_374,item_4,score_1,,valid
vote_1898,factor_376,item_4,score_1,,valid
vote_1899,factor_371,item_4,score_1,,valid
vote_1900,factor_370,item_4,score_1,,valid
vote_1901,factor_369,item_4,score_1,,valid
vote_1902,factor_365,item_4,score_1,,valid
vote_1903,factor_367,item_4,score_1,,valid
vote_1904,factor_366,item_4,score_1,,valid
vote_1905,factor_382,item_4,score_1,,valid
vote_1906,factor_384,item_4,score_1,,valid
vote_1907,factor_383,item_4,score_1,,valid
vote_1908,factor_378,item_4,score_1,,valid
vote_1910,factor_380,item_4,score_3,,valid
vote_1911,factor_391,item_4,score_1,,valid
vote_1912,factor_390,item_4,score_1,,valid
vote_1913,factor_389,item_4,score_3,,valid
vote_1914,factor_392,item_4,score_1,,valid
vote_1915,factor_830,item_4,score_1,,valid
vote_1917,factor_828,item_4,score_3,,valid
vote_1919,factor_826,item_4,score_3,,valid
vote_1920,factor_825,item_4,score_1,,valid
vote_1921,factor_824,item_4,score_1,,valid
vote_1922,factor_831,item_4,score_3,,valid
vote_1923,factor_452,item_4,score_3,,valid
vote_1924,factor_453,item_4,score_1,,valid
vote_1926,factor_439,item_4,score_3,,valid
vote_1927,factor_440,item_4,score_3,,valid
vote_1928,factor_442,item_4,score_1,,valid
vote_1929,factor_441,item_4,score_3,,valid
vote_1930,factor_458,item_4,score_3,,valid
vote_1931,factor_456,item_4,score_3,,valid
vote_1932,factor_457,item_4,score_3,,valid
vote_1933,factor_436,item_4,score_1,,valid
vote_1934,factor_434,item_4,score_1,,valid
vote_1935,factor_435,item_4,score_1,,valid
vote_1936,factor_433,item_4,score_1,,valid
vote_1937,factor_437,item_4,score_1,,valid
vote_1938,factor_583,item_4,score_1,,valid
vote_1939,factor_584,item_4,score_1,,valid
vote_1940,factor_585,item_4,score_1,,valid
vote_1941,factor_573,item_4,score_3,,valid
vote_1942,factor_576,item_4,score_1,,valid
vote_1943,factor_575,item_4,score_3,,valid
vote_1944,factor_574,item_4,score_3,,valid
vote_1945,factor_589,item_4,score_1,,valid
vote_1946,factor_587,item_4,score_1,,valid
vote_1947,factor_588,item_4,score_1,,valid
vote_1948,factor_591,item_4,score_1,,valid
vote_1949,factor_590,item_4,score_1,,valid
vote_1950,factor_568,item_4,score_1,,valid
vote_1951,factor_570,item_4,score_1,,valid
vote_1952,factor_571,item_4,score_1,,valid
vote_1953,factor_567,item_4,score_1,,valid
vote_1954,factor_569,item_4,score_1,,valid
vote_1955,factor_580,item_4,score_1,,valid
vote_1956,factor_581,item_4,score_1,,valid
vote_1957,factor_579,item_4,score_3,,valid
vote_1958,factor_578,item_4,score_1,,valid
vote_1959,factor_834,item_4,score_3,,valid
vote_1960,factor_832,item_4,score_3,,valid
vote_1962,factor_841,item_4,score_1,,valid
vote_1963,factor_840,item_4,score_3,,valid
vote_1964,factor_839,item_4,score_3,,valid
vote_1965,factor_838,item_4,score_1,,valid
vote_1966,factor_837,item_4,score_3,,valid
vote_1967,factor_836,item_4,score_3,,valid
vote_1968,factor_843,item_4,score_3,,valid
vote_1970,factor_833,item_4,score_1,,valid
vote_1971,factor_854,item_4,score_3,,valid
vote_1973,factor_852,item_4,score_1,,valid
vote_1974,factor_851,item_4,score_1,,valid
vote_1975,factor_850,item_4,score_1,,valid
vote_1976,factor_848,item_4,score_3,,valid
vote_1977,factor_847,item_4,score_3,,valid
vote_1978,factor_857,item_4,score_1,,valid
vote_1979,factor_856,item_4,score_1,,valid
vote_1980,factor_855,item_4,score_1,,valid
vote_1981,factor_849,item_4,score_1,,valid
vote_1982,factor_788,item_4,score_2,,valid
vote_1983,factor_785,item_4,score_2,,valid
vote_1984,factor_782,item_4,score_2,,valid
vote_1985,factor_783,item_4,score_2,,valid
vote_1986,factor_784,item_4,score_2,,valid
vote_1987,factor_786,item_4,score_2,,valid
vote_1988,factor_787,item_4,score_2,,valid
vote_1989,factor_794,item_4,score_3,,valid
vote_1990,factor_793,item_4,score_3,,valid
vote_1991,factor_792,item_4,score_3,,valid
vote_1992,factor_791,item_4,score_3,,valid
vote_1993,factor_790,item_4,score_3,,valid
vote_1994,factor_789,item_4,score_3,,valid
vote_1995,factor_795,item_4,score_3,,valid
vote_1996,factor_803,item_4,score_1,,valid
vote_1997,factor_802,item_4,score_1,,valid
vote_1998,factor_801,item_4,score_3,,valid
vote_2000,factor_799,item_4,score_3,,valid
vote_2001,factor_798,item_4,score_3,,valid
vote_2002,factor_797,item_4,score_1,,valid
vote_2003,factor_796,item_4,score_1,,valid
vote_2004,factor_808,item_4,score_1,,valid
vote_2005,factor_806,item_4,score_1,,valid
vote_2006,factor_805,item_4,score_1,,valid
vote_2007,factor_804,item_4,score_1,,valid
vote_2008,factor_807,item_4,score_1,,valid
vote_2009,factor_810,item_4,score_1,,valid
vote_2010,factor_812,item_4,score_1,,valid
vote_2011,factor_814,item_4,score_1,,valid
vote_2012,factor_813,item_4,score_1,,valid
vote_2013,factor_815,item_4,score_1,,valid
vote_2016,factor_823,item_4,score_1,,valid
vote_2017,factor_822,item_4,score_1,,valid
vote_2018,factor_821,item_4,score_1,,valid
vote_2019,factor_820,item_4,score_1,,valid
vote_2021,factor_817,item_4,score_1,,valid
vote_2022,factor_447,item_4,score_3,,valid
vote_2024,factor_448,item_4,score_3,,valid
vote_2025,factor_771,item_4,score_1,,valid
vote_2026,factor_773,item_4,score_3,,valid
vote_2027,factor_774,item_4,score_1,,valid
vote_2028,factor_770,item_4,score_3,,valid
vote_2030,factor_635,item_4,score_1,,valid
vote_2031,factor_633,item_4,score_1,,valid
vote_2032,factor_634,item_4,score_1,,valid
vote_2033,factor_629,item_4,score_1,,valid
vote_2035,factor_630,item_4,score_1,,valid
vote_2036,factor_631,item_4,score_1,,valid
vote_2037,factor_620,item_4,score_1,,valid
vote_2038,factor_622,item_4,score_1,,valid
vote_2039,factor_623,item_4,score_1,,valid
vote_2040,factor_624,item_4,score_1,,valid
vote_2041,factor_625,item_4,score_1,,valid
vote_2042,factor_626,item_4,score_1,,valid
vote_2044,factor_609,item_4,score_3,,valid
vote_2045,factor_607,item_4,score_3,,valid
vote_2046,factor_606,item_4,score_1,,valid
vote_2047,factor_608,item_4,score_1,,valid
vote_2048,factor_598,item_4,score_3,,valid
vote_2049,factor_599,item_4,score_3,,valid
vote_2050,factor_600,item_4,score_3,,valid
vote_2051,factor_614,item_4,score_3,,valid
vote_2052,factor_611,item_4,score_3,,valid
vote_2053,factor_612,item_4,score_1,,valid
vote_2054,factor_613,item_4,score_1,,valid
vote_2055,factor_602,item_4,score_1,,valid
vote_2056,factor_604,item_4,score_1,,valid
vote_2057,factor_603,item_4,score_1,,valid
vote_2058,factor_593,item_4,score_3,,valid
vote_2059,factor_595,item_4,score_1,,valid
vote_2060,factor_594,item_4,score_3,,valid
vote_2061,factor_616,item_4,score_3,,valid
vote_2062,factor_617,item_4,score_3,,valid
vote_2063,factor_647,item_4,score_1,,valid
vote_2064,factor_649,item_4,score_1,,valid
vote_2066,factor_645,item_4,score_1,,valid
vote_2067,factor_646,item_4,score_3,,valid
vote_2068,factor_531,item_4,score_3,,valid
vote_2069,factor_529,item_4,score_3,,valid
vote_2070,factor_530,item_4,score_3,,valid
