id,name,parent_id/id,note,type,ponderation,state
factor_256,Point of Sale,factor_1,"
Ponderation Change Suggested by nileshmandani(nileshmandani@gmail.com). Value Changed from 1.0 to 0.9.
Ponderation Change Suggested by viral(viraltiny@gmail.com). Value Changed from 0.9 to 0.8.
Ponderation Revoked by Website Administrator. Value Changed from 0.8 to 0.9.
Ponderation Change Suggested by miraj(miraj76@rogers.com). Value Changed from 0.9 to 1.0.
Ponderation Change Suggested by pssman(pssman@gmail.com). Value Changed from 1.0 to 0.9.
Ponderation Change Suggested by fp(fp@openerp.com). Value Changed from 0.9 to 1.0.
Ponderation Change Suggested by MichelG(michel.guenard@laposte.net). Value Changed from 1.0 to 1.1.
Ponderation Change Suggested by jprebil(jim.prebil@us.fujitsu.com). Value Changed from 1.1 to 1.0.
Ponderation Change Suggested by yudhamaulana(yudha.maulana@live.com). Value Changed from 1.0 to 1.1.",view,1.1,open
factor_257,Touchscreen interface,factor_256,"
Ponderation Change Suggested by challenger150(brankobarnjak@gmail.com). Value Changed from 1.0 to 1.1.",criterion,1.1,open
factor_258,centralize access of data,factor_256,"
Ponderation Change Suggested by challenger150(brankobarnjak@gmail.com). Value Changed from 1.0 to 1.1.",criterion,1.1,open
factor_259,Integration with main module,factor_256,"
Ponderation Change Suggested by challenger150(brankobarnjak@gmail.com). Value Changed from 1.0 to 1.1.",criterion,1.1,open
factor_260,integrate with third party peripherals,factor_256,,criterion,1,open
factor_261,Easy to use interface,factor_256,"
Ponderation Change Suggested by challenger150(brankobarnjak@gmail.com). Value Changed from 1.0 to 1.1.",criterion,1.1,open
factor_262,Automatic generation of account entries,factor_256,"
Ponderation Change Suggested by challenger150(brankobarnjak@gmail.com). Value Changed from 1.0 to 1.1.",criterion,1.1,open
factor_263,Tax facility,factor_256,,criterion,1,open
factor_264,Multiple payment option,factor_256,,criterion,1,open
factor_265,capable to print receipts,factor_256,,criterion,1,open
factor_266,Updated physical inventory details,factor_256,,criterion,1,open
factor_267,sale order creation,factor_256,"
Ponderation Change Suggested by challenger150(brankobarnjak@gmail.com). Value Changed from 1.0 to 1.1.",criterion,1.1,open
factor_268,Product image available,factor_256,"
Ponderation Change Suggested by challenger150(brankobarnjak@gmail.com). Value Changed from 1.0 to 1.1.",criterion,1.1,open
factor_269,Able to send email and sms to customer,factor_256,"
Ponderation Change Suggested by challenger150(brankobarnjak@gmail.com). Value Changed from 1.0 to 1.1.",criterion,1.1,open
factor_270,Reports ,factor_256,,view,1,open
factor_272,Graphical view of sales ,factor_270,,criterion,1,open
factor_274,Point of Sale Security,factor_256,,view,1,open
factor_275,Secure the access of POS,factor_274,,criterion,1,open
factor_276,Manage users and profile,factor_274,,criterion,1,open
factor_277,Only authenticate user can access information,factor_274,,criterion,1,open
factor_279,Direct Marketing,factor_1,"
Ponderation Change Suggested by nileshmandani(nileshmandani@gmail.com). Value Changed from 1.0 to 0.9.
Ponderation Change Suggested by miraj(miraj76@rogers.com). Value Changed from 0.9 to 1.0.
Ponderation Change Suggested by fp(fp@openerp.com). Value Changed from 1.0 to 0.9.
Ponderation Change Suggested by xuanlapd(xuanlapd@gmail.com). Value Changed from 0.9 to 1.0.
Ponderation Change Suggested by yudhamaulana(yudha.maulana@live.com). Value Changed from 1.0 to 1.1.",view,1.1,open
factor_282,Campaign management,factor_279,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.",view,0.9,open
factor_862,Ability to manage the retro-planning on an campaign,factor_282,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.",criterion,0.9,open
factor_863,Tools to manage mass importation of prospects,factor_282,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.",criterion,0.9,open
factor_864,Tools to search and avoid deduplications of prospects,factor_282,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.",criterion,0.9,open
factor_865,Manage a complete workflow of events for a campaign,factor_282,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.",criterion,0.9,open
factor_866,Ability to track segments of cutomers through the campaign,factor_282,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.",criterion,0.9,open
factor_283,Paper based campaigns,factor_279,,view,1,open
factor_284,Complex layouts of mailings designed using Ms. or OpenOffice,factor_283,,criterion,1,open
factor_285,Mass mailing merging and routing,factor_283,,criterion,1,open
factor_286,Barcode support for fast encoding of orders,factor_283,,criterion,1,open
factor_287,PDF generation of the mailings,factor_283,,criterion,1,open
factor_288,Email based campaigns,factor_279,,view,1,open
factor_289,Email composition using HTML,factor_288,,criterion,1,open
factor_290,Ability to add trackers in emails for reporting,factor_288,,criterion,1,open
factor_291,Ability to add trackers on links provided in the email,factor_288,,criterion,1,open
factor_292,SMS based campaigns,factor_279,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.",view,0.9,open
factor_293,Connection available to an SMS gateway,factor_292,,criterion,1,open
factor_294,Segmentations,factor_279,,view,1,open
factor_295,Tools for automatic segmentations of customers or prospects,factor_294,,criterion,1,open
factor_296,Statistics reports on return answers per segments,factor_294,,criterion,1,open
factor_1044,Offers management,factor_279,,view,1,open
factor_281,Ability to define re-useable campaigns,factor_1044,,criterion,1,open
factor_858,Ability to define a complete workflow of steps in an offer,factor_1044,,criterion,1,open
factor_859,Ability to define products and marketing documents at each step,factor_1044,,criterion,1,open
factor_860,"Ability to manage multi-media campaigns (email, sms, paper)",factor_1044,,criterion,1,open
factor_861,Ability to manage the retro-planning on an offer,factor_1044,,criterion,1,open
factor_297,Accounting & Financial Management,factor_1,"
Ponderation Change Suggested by voctavio(voctavio@indra.es). Value Changed from 1.0 to 1.1.
Ponderation Change Suggested by voctavio(voctavio@indra.es). Value Changed from 1.0 to 1.1.
Ponderation Change Suggested by nileshmandani(nileshmandani@gmail.com). Value Changed from 1.1 to 1.2.
Ponderation Change Suggested by shyamli(shyamlisingh86@gmail.com). Value Changed from 1.2 to 1.3.
Ponderation Change Suggested by miraj(miraj76@rogers.com). Value Changed from 1.3 to 1.4.
Ponderation Change Suggested by pssman(pssman@gmail.com). Value Changed from 1.4 to 1.5.
Ponderation Change Suggested by evma(digisatori@gmail.com). Value Changed from 1.5 to 1.6.
Ponderation Change Suggested by Pedro(pedromaschio@ig.com.br). Value Changed from 1.6 to 1.7.
Ponderation Change Suggested by JuanRodriguezVila(j.rodriguezvila@helmag.com). Value Changed from 1.7 to 1.8.
Ponderation Change Suggested by yoni(yoni_ko@hotmail.com). Value Changed from 1.8 to 1.7.
Ponderation Change Suggested by fares(fareshantous@gmail.com). Value Changed from 1.7 to 1.8.
Ponderation Change Suggested by jolk(evaluation@jenswolk.com). Value Changed from 1.8 to 1.7.
Ponderation Change Suggested by jerenveren(jerenveren@gmail.com). Value Changed from 1.7 to 1.6.
Ponderation Change Suggested by heryatmadja(hery@atmadja.com). Value Changed from 1.6 to 1.7.
Ponderation Change Suggested by GASA(gustavosantamaria@msn.com). Value Changed from 1.7 to 1.8.
Ponderation Change Suggested by bourgeois(bbourgeois.mail@gmail.com). Value Changed from 1.8 to 1.9.
Ponderation Change Suggested by gmorahid(gmora@viavansi.com). Value Changed from 1.9 to 2.0.
Ponderation Change Suggested by rueda88(rueda_toni@hotmail.com). Value Changed from 2.0 to 2.1.
Ponderation Change Suggested by omarga(omarga@hotmail.com). Value Changed from 2.1 to 2.2.
Ponderation Change Suggested by mariozupan(mariozupansystems@gmail.com). Value Changed from 2.2 to 2.3.
Ponderation Change Suggested by nogbou(gyao@netisgroup.net). Value Changed from 2.3 to 2.4.
Ponderation Change Suggested by xuanlapd(xuanlapd@gmail.com). Value Changed from 2.4 to 2.5.
Ponderation Change Suggested by daniel(daniel.john@johnbead.com). Value Changed from 2.5 to 2.6.
Ponderation Change Suggested by rick_nica(ricky_boixosnois@yahoo.com). Value Changed from 2.6 to 2.5.
Ponderation Change Suggested by riscio(riscio@gmail.com). Value Changed from 2.5 to 2.6.
Ponderation Change Suggested by mabourke(matt.a.bourke@gmail.com). Value Changed from 2.6 to 2.7.
Ponderation Change Suggested by joanrovira(joan.rovira.torres@gmail.com). Value Changed from 2.7 to 2.8.
Ponderation Change Suggested by Vanille(seveclem@gmail.com). Value Changed from 2.8 to 2.9.
Ponderation Change Suggested by shankerhrm(shankerhrm@gmail.com). Value Changed from 2.9 to 3.0.
Ponderation Change Suggested by kishore_drv(varmaindubai@gmail.com). Value Changed from 3.0 to 3.1.
Ponderation Change Suggested by asanteza(asante_za@yahoo.com). Value Changed from 3.1 to 3.2.
Ponderation Change Suggested by ykastro(ykastro@gmail.com). Value Changed from 3.2 to 3.3.
Ponderation Change Suggested by helronald(bedouii.helmi@gmail.com). Value Changed from 3.3 to 3.4.
Ponderation Change Suggested by tarunshere(tarunshere@hotmail.com). Value Changed from 3.4 to 3.3.
Ponderation Change Suggested by fkcolina(fkcolina@gmail.com). Value Changed from 3.3 to 3.4.",view,3.4,open
factor_298,Fast encoding of entries,factor_297,"
Ponderation Change Suggested by vishalmoon(vishal.moon@wikioceanpune.net). Value Changed from 1.0 to 1.1.
Ponderation Change Suggested by dardedav(dav.dardenne@gmail.com). Value Changed from 1.1 to 1.2.
Ponderation Change Suggested by mariozupan(mariozupansystems@gmail.com). Value Changed from 1.2 to 1.3.
Ponderation Change Suggested by joanrovira(joan.rovira.torres@gmail.com). Value Changed from 1.3 to 1.2.
Ponderation Change Suggested by Vanille(seveclem@gmail.com). Value Changed from 1.2 to 1.1.
Ponderation Change Suggested by lucy123(mllacayo@yahoo.com). Value Changed from 1.1 to 1.0.",view,1,open
factor_299,Full keyboard support,factor_298,"
Ponderation Change Suggested by omatfcii(omatfci@yahoo.com). Value Changed from 1.0 to 1.1.
Ponderation Change Suggested by Bhavin Trivedi(trivedi.1976@gmail.com). Value Changed from 1.1 to 1.2.
Ponderation Change Suggested by JuanRodriguezVila(j.rodriguezvila@helmag.com). Value Changed from 1.2 to 1.3.
Ponderation Change Suggested by mur(mur@tinyerp.com). Value Changed from 1.3 to 1.4.
Ponderation Change Suggested by ravindranath_kc(ravindranath_kc@hotmail.com). Value Changed from 1.4 to 1.5.
Ponderation Change Suggested by xyz(mark.neumann@yahoo.com). Value Changed from 1.5 to 1.6.
Ponderation Change Suggested by dardedav(dav.dardenne@gmail.com). Value Changed from 1.6 to 1.7.
Ponderation Change Suggested by frankastorga(gastorga@gmail.com). Value Changed from 1.7 to 1.8.
Ponderation Change Suggested by David_Baker1(basscon@yahoo.com). Value Changed from 1.8 to 1.7.
Ponderation Change Suggested by fp(fp@openerp.com). Value Changed from 1.7 to 1.8.",criterion,1.8,open
factor_300,Encoding by entries and entries lines,factor_298,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.
Ponderation Change Suggested by mur(mur@tinyerp.com). Value Changed from 0.9 to 1.0.
Ponderation Change Suggested by dardedav(dav.dardenne@gmail.com). Value Changed from 1.0 to 1.1.
Ponderation Change Suggested by mariozupan(mariozupansystems@gmail.com). Value Changed from 1.1 to 1.2.
Ponderation Change Suggested by lucy123(mllacayo@yahoo.com). Value Changed from 1.2 to 1.3.",criterion,1.3,open
factor_301,Bank statement encoding facilities,factor_298,"
Ponderation Change Suggested by mariozupan(mariozupansystems@gmail.com). Value Changed from 1.0 to 1.1.",criterion,1.1,open
factor_302,Number of keys to encode an invoice entry <10,factor_298,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.
Ponderation Change Suggested by khhussain(haamidhussain@gmail.com). Value Changed from 0.9 to 1.0.
Ponderation Change Suggested by mariozupan(mariozupansystems@gmail.com). Value Changed from 1.0 to 1.1.",criterion,1.1,open
factor_303,Automatic computation of taxes and analytic entries,factor_298,"
Ponderation Change Suggested by ppo(ppo_evaluationmatrix@especific.be). Value Changed from 1.0 to 1.1.
Ponderation Change Suggested by mur(mur@tinyerp.com). Value Changed from 1.1 to 1.0.",criterion,1,open
factor_304,Budgets,factor_297,"
Ponderation Change Suggested by asa(asa.ramdhani@gmail.com). Value Changed from 1.0 to 0.9.
Ponderation Change Suggested by asa(asa.ramdhani@gmail.com). Value Changed from 1.0 to 0.9.
Ponderation Change Suggested by viral(viraltiny@gmail.com). Value Changed from 0.9 to 1.0.
Ponderation Change Suggested by nileshmandani(nileshmandani@gmail.com). Value Changed from 1.0 to 1.1.
Ponderation Revoked by Website Administrator. Value Changed from 1.1 to 1.0.
Ponderation Change Suggested by daisemberg(daisemberg@yahoo.com.ar). Value Changed from 1.0 to 1.1.",view,1.1,open
factor_305,"Consolidations and views by departments, project or budget",factor_304,,criterion,1,open
factor_306,Integration to analytic accounting,factor_304,,criterion,1,open
factor_307,Payment Management,factor_297,"
Ponderation Change Suggested by q_ninh23(q_ninh23@yahoo.com). Value Changed from 1.0 to 1.1.",view,1.1,open
factor_867,Availability of a system to prepare payments based on supplier invoices,factor_307,,criterion,1,open
factor_868,Support for partial payments,factor_307,,criterion,1,open
factor_869,Ability to automatically import payments into bank statements or entries,factor_307,,criterion,1,open
factor_870,Different users for preparation and execution of payments,factor_307,,criterion,1,open
factor_871,Print checks based on payment preparations,factor_307,,criterion,1,open
factor_872,Generate eletronic files for bank payments,factor_307,,criterion,1,open
factor_873,Support for the new european standard SEPA for electronic payment,factor_307,,criterion,1,open
factor_308,Treasury Management,factor_297,,view,1,open
factor_874,Availability of a treasury forecast report,factor_308,,criterion,1,open
factor_875,"Treasury forecasts based on sales, purchases and invoices",factor_308,,criterion,1,open
factor_876,Treasury forecasts based on CRM opportunities,factor_308,,criterion,1,open
factor_877,Dynamic and graphical forecasts,factor_308,,criterion,1,open
factor_309,Assets Management,factor_297,"
Ponderation Change Suggested by jprada(pradacr@gmail.com). Value Changed from 1.0 to 1.1.
Ponderation Change Suggested by Samnl99(Hj@hotn.com). Value Changed from 1.1 to 1.2.
Ponderation Change Suggested by mariozupan(mariozupansystems@gmail.com). Value Changed from 1.2 to 1.3.",view,1.3,open
factor_878,Availability of an asset management system,factor_309,"
Ponderation Change Suggested by Nasir(nasir_ikbal@grameenphone.com). Value Changed from 1.0 to 1.1.
Ponderation Change Suggested by mariozupan(mariozupansystems@gmail.com). Value Changed from 1.1 to 1.2.",criterion,1.2,open
factor_879,Availability of inventories of different assets,factor_309,"
Ponderation Change Suggested by mariozupan(mariozupansystems@gmail.com). Value Changed from 1.0 to 1.1.",criterion,1.1,open
factor_880,Accept for multiple invoices for the same asset,factor_309,,criterion,1,open
factor_881,IFRS compliant assets,factor_309,,criterion,1,open
factor_882,Possibility to amortize the same asset in different ways,factor_309,,criterion,1,open
factor_883,Automatic generation of accounting entries based on assets,factor_309,,criterion,1,open
factor_1047,Availability of calculating Depreciation,factor_309,,criterion,1,open
factor_1048,Insurance facility on Assets,factor_309,,criterion,1,open
factor_310,Bank Statements,factor_297,,view,1,open
factor_884,Availability of a bank statement view,factor_310,,criterion,1,open
factor_885,Import entries in bank statements from invoices,factor_310,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.",criterion,0.9,open
factor_886,Encode entries in statement or load existing entries in statement,factor_310,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.",criterion,0.9,open
factor_887,Support for write-off in payments,factor_310,,criterion,1,open
factor_888,Reconciliation process,factor_297,,view,1,open
factor_889,Support for partial reconciliation,factor_888,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.",criterion,0.9,open
factor_890,Automatic reconciliation when several partial closes the reconciliation,factor_888,,criterion,1,open
factor_891,Ability to reconcile from statements,factor_888,,criterion,1,open
factor_892,Ability to reconcile from accounting entries,factor_888,,criterion,1,open
factor_893,Ability to reconcile from invoice payments,factor_888,,criterion,1,open
factor_894,Availability of a tool to automatically detect reconciliations,factor_888,,criterion,1,open
factor_895,Ability to unreconcile entries for some users,factor_888,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.",criterion,0.9,open
factor_896,Multi-Company Support,factor_297,,view,1,open
factor_897,Support for multiple chart of accounts for multiple companies in same DB,factor_896,,criterion,1,open
factor_898,Support for consolidation of multiple chart of accounts in real time,factor_896,,criterion,1,open
factor_899,Accept all reports on consolidated chart of accounts,factor_896,,criterion,1,open
factor_900,Support for different fiscal years for each company,factor_896,,criterion,1,open
factor_1055,Account sharing between companies,factor_896,,criterion,1,draft
factor_1056,Client sharing between companies,factor_896,,criterion,1,draft
factor_901,Multi-Currency Support,factor_297,,view,1,open
factor_902,Support for multiple currencies,factor_901,,criterion,1,open
factor_903,Possibility to automatically update daily currencies rate,factor_901,,criterion,1,open
factor_904,Support for average rate when crediting bank accounts,factor_901,,criterion,1,open
factor_905,Support for current rate when crediting bank accounts,factor_901,,criterion,1,open
factor_906,Support for multiple-currencies in reconciliation process,factor_901,,criterion,1,open
factor_907,Automatic proposition of currencies amount based on account configuration,factor_901,,criterion,1,open
factor_908,Model of entries,factor_297,,view,1,open
factor_909,Availability to define model of entries for recurring operations,factor_908,"
Ponderation Change Suggested by enlightx(enlightx@gmail.com). Value Changed from 1.0 to 0.9.",criterion,0.9,open
factor_910,Possibility to define recurring operations for automatic generation,factor_908,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.",criterion,0.9,open
factor_911,Ability to call a model when encoding entries,factor_908,"
Ponderation Change Suggested by enlightx(enlightx@gmail.com). Value Changed from 1.0 to 0.9.",criterion,0.9,open
factor_912,Ability to put computation formulae in model of entries,factor_908,"
Ponderation Change Suggested by enlightx(enlightx@gmail.com). Value Changed from 1.0 to 1.1.",criterion,1.1,open
factor_913,Customers Follow-Up,factor_297,,view,1,open
factor_914,Automatic follow-ups with unlimited levels,factor_913,,criterion,1,open
factor_915,Generations of letters for the customer according to the level,factor_913,"
Ponderation Change Suggested by q_ninh23(q_ninh23@yahoo.com). Value Changed from 1.0 to 1.1.
Ponderation Change Suggested by enlightx(enlightx@gmail.com). Value Changed from 1.1 to 1.0.",criterion,1,open
factor_916,Automatic emails sent based on follow-ups,factor_913,,criterion,1,open
factor_917,Support for multiple payment terms,factor_913,,criterion,1,open
factor_918,Ability to define default payment terms on customers,factor_913,,criterion,1,open
factor_919,Ability to define default payment terms on suppliers,factor_913,,criterion,1,open
factor_920,Flexibility,factor_297,,view,1,open
factor_921,Ability to confirm draft entries so that you can not change them,factor_920,,criterion,1,open
factor_922,Ability to close a period (not a complete fiscal year),factor_920,,criterion,1,open
factor_923,Ability to close a journal,factor_920,,criterion,1,open
factor_924,"If an entry is confirmed, you can change non legal values (like: notes)",factor_920,,criterion,1,open
factor_925,Unlimitted size for account numbers,factor_920,,criterion,1,open
factor_926,Ability to browse the chart of account as a hiearchy (tree structure),factor_920,,criterion,1,open
factor_927,Ability to define constraints on accounts to use depending on the journal,factor_920,,criterion,1,open
factor_928,Ability to define customized views for entries per journal,factor_920,,criterion,1,open
factor_929,Ability to configure accounts and taxes on products,factor_920,,criterion,1,open
factor_930,Ability to define accounting rules depending on partners and products,factor_920,,criterion,1,open
factor_982,Access rights with different posting groups per journal,factor_920,,criterion,1,open
factor_931,Closing of fiscal years,factor_297,"
Ponderation Change Suggested by nileshmandani(nileshmandani@gmail.com). Value Changed from 1.0 to 0.9.",view,0.9,open
factor_932,Automatic generation of entries when closing a fiscal year,factor_931,,criterion,1,open
factor_933,Ability to generate closing entries without closing a fiscal year,factor_931,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.",criterion,0.9,open
factor_934,Ability to cancel closing entries without closing a fiscal year,factor_931,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.",criterion,0.9,open
factor_935,Manages reconciliation of invoices on closed fiscal years,factor_931,,criterion,1,open
factor_1066,Test,factor_297,,view,1,draft
factor_1067,Sous-test1,factor_1066,,criterion,1,draft
factor_311,Analytic accounting,factor_1,"
Ponderation Change Suggested by nileshmandani(nileshmandani@gmail.com). Value Changed from 1.0 to 1.1.
Ponderation Change Suggested by shyamli(shyamlisingh86@gmail.com). Value Changed from 1.1 to 1.2.
Ponderation Change Suggested by miraj(miraj76@rogers.com). Value Changed from 1.2 to 1.3.
Ponderation Change Suggested by fp(fp@openerp.com). Value Changed from 1.3 to 1.2.
Ponderation Change Suggested by fares(fareshantous@gmail.com). Value Changed from 1.2 to 1.3.
Ponderation Change Suggested by npa(npa@tinyerp.com). Value Changed from 1.3 to 1.4.
Ponderation Change Suggested by omarga(omarga@hotmail.com). Value Changed from 1.4 to 1.5.
Ponderation Change Suggested by kingcarrie(kingcarrie@gmail.com). Value Changed from 1.5 to 1.6.
Ponderation Change Suggested by xuanlapd(xuanlapd@gmail.com). Value Changed from 1.6 to 1.7.
Ponderation Change Suggested by Vanille(seveclem@gmail.com). Value Changed from 1.7 to 1.8.
Ponderation Change Suggested by shankerhrm(shankerhrm@gmail.com). Value Changed from 1.8 to 1.9.
Ponderation Change Suggested by ykastro(ykastro@gmail.com). Value Changed from 1.9 to 2.0.",view,2,open
factor_651,Analytic Structure,factor_311,,view,1,open
factor_652,Support for multiple analytic plans,factor_651,,criterion,1,open
factor_653,Each analytic plan can be hierarchised (tree structure),factor_651,,criterion,1,open
factor_654,Support for an unlimited number of plans and hierarchy levels,factor_651,,criterion,1,open
factor_655,Each analytic account can work with multiple currencies,factor_651,,criterion,1,open
factor_656,Automatic integration with others components,factor_311,,view,1,open
factor_657,Supplier and customer invoices generates analytic entries,factor_656,,criterion,1,open
factor_658,Manufacturing orders can create analytic entries costs,factor_656,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.",criterion,0.9,open
factor_660,Assets are integrated with analytic accounting,factor_656,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.",criterion,0.9,open
factor_661,Employees leaves/hollidays can generate analytic costs,factor_656,,criterion,1,open
factor_662,Time spent on a task can generate analytic entries,factor_656,,criterion,1,open
factor_663,Entries encoding,factor_311,,view,1,open
factor_664,Support for manually encoding of analytic entries,factor_663,,criterion,1,open
factor_665,Support for analytic entries without financial entries counter-part,factor_663,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.",criterion,0.9,open
factor_667,Support for model of analytic distributions,factor_663,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.",criterion,0.9,open
factor_668,One financial entry can be splitted in several analytic lines,factor_663,,criterion,1,open
factor_729,Discounts,factor_663,,view,1,open
factor_730,Ability to set a discount per sale order line,factor_729,,criterion,1,open
factor_731,Support for end-of-year discounts,factor_729,,criterion,1,open
factor_732,Support for end-of-campaign discounts,factor_729,,criterion,1,open
factor_733,Support for promotions pricelists,factor_729,,criterion,1,open
factor_669,Features,factor_311,,view,1,open
factor_670,Ability to automatically reinvoice costs,factor_669,,criterion,1,open
factor_671,"Automatically propose the account based on user, product, date, etc.",factor_669,,criterion,1,open
factor_672,"Integrated with project management (planning, costs of tasks, etc.)",factor_669,,criterion,1,open
factor_673,Ability to link users to different products based on contract/account,factor_669,,criterion,1,open
factor_674,Support for multi-company environment,factor_669,,criterion,1,open
factor_675,Ability to consolidates accounts from multiple companies,factor_669,,criterion,1,open
factor_676,Reporting,factor_311,,view,1,open
factor_678,Support for cross-reports between several analytic plans,factor_676,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.",criterion,0.9,open
factor_679,Availability of graphical dashboards and indicators,factor_676,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.",criterion,0.9,open
factor_680,Ability to compute the theorical revenue based on costs and pricelists,factor_676,,criterion,1,open
factor_312,Human Ressources,factor_1,"
Ponderation Change Suggested by nileshmandani(nileshmandani@gmail.com). Value Changed from 1.0 to 1.1.
Ponderation Change Suggested by shyamli(shyamlisingh86@gmail.com). Value Changed from 1.1 to 1.2.
Ponderation Change Suggested by miraj(miraj76@rogers.com). Value Changed from 1.2 to 1.3.
Ponderation Change Suggested by pssman(pssman@gmail.com). Value Changed from 1.3 to 1.2.
Ponderation Change Suggested by fares(fareshantous@gmail.com). Value Changed from 1.2 to 1.3.
Ponderation Change Suggested by omarga(omarga@hotmail.com). Value Changed from 1.3 to 1.4.
Ponderation Change Suggested by kingcarrie(kingcarrie@gmail.com). Value Changed from 1.4 to 1.5.
Ponderation Change Suggested by xuanlapd(xuanlapd@gmail.com). Value Changed from 1.5 to 1.6.
Ponderation Change Suggested by ykastro(ykastro@gmail.com). Value Changed from 1.6 to 1.7.
Ponderation Change Suggested by yudhamaulana(yudha.maulana@live.com). Value Changed from 1.7 to 1.8.",view,1.8,open
factor_314,Expenses Tracking,factor_312,,view,1,open
factor_939,Ability to manage expense notes,factor_314,,criterion,1,open
factor_940,Allows employee without accounting knowledge to encode their expense,factor_314,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.",criterion,0.9,open
factor_941,Ability to manage employee reimbursement,factor_314,,criterion,1,open
factor_942,Automatic generation of accounting entries,factor_314,,criterion,1,open
factor_943,Workflow: Draft -> Confirmed -> Approved Manager -> Approved Accountant,factor_314,,criterion,1,open
factor_944,Support for multi-currencies expenses,factor_314,,criterion,1,open
factor_315,Skills Management,factor_312,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.",view,0.9,open
factor_945,Availability of skills management features on employees,factor_315,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.",criterion,0.9,open
factor_946,Employees periodical evaluation forms,factor_315,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.",criterion,0.9,open
factor_947,Reports on enterprise consolidated skills,factor_315,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.",criterion,0.9,open
factor_316,Holidays & Leaves,factor_312,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.",view,0.9,open
factor_948,Availability of a employee leave management system,factor_316,,criterion,1,open
factor_949,Workflow management: request holiday -> accepted by manager -> approved by hr dept.,factor_316,,criterion,1,open
factor_950,Integrated with analytic accounting for costs of leaves,factor_316,,criterion,1,open
factor_951,Integrated with enterprise calendar and planning,factor_316,,criterion,1,open
factor_317,Attendances,factor_312,,view,1,open
factor_953,Availability of interfaces with hardware material for attendances,factor_317,,criterion,1,open
factor_1057,Availability of an attendance management system,factor_317,,criterion,1,open
factor_954,Timesheets,factor_312,,view,1,open
factor_955,Ability to encode timesheets by hours,factor_954,,criterion,1,open
factor_956,Ability to encode timesheets by days,factor_954,,criterion,1,open
factor_957,Integration of timesheets with analytic or cost accounting,factor_954,,criterion,1,open
factor_958,Integration of timesheets with tasks,factor_954,,criterion,1,open
factor_959,Validation workflow on timesheets by periods,factor_954,,criterion,1,open
factor_960,Integration of timesheets with planning,factor_954,,criterion,1,open
factor_961,Integration of timesheets with attendances for comparisons,factor_954,"
Ponderation Change Suggested by ced(ced@ced.homedns.org). Value Changed from 1.0 to 0.9.",criterion,0.9,open
